AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57120,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6147,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-20,A10987,297,2023-090V,Earth,2023 Jun 23 1640:43,57120,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57121,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6152,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-21,A10987,297,2023-090W,Earth,2023 Jun 23 1640:43,57121,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57122,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6149,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-22,A10987,297,2023-090X,Earth,2023 Jun 23 1640:43,57122,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57123,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6154,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-23,A10987,297,2023-090Y,Earth,2023 Jun 23 1640:43,57123,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57124,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6146,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-24,A10987,297,2023-090Z,Earth,2023 Jun 23 1640:43,57124,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57125,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6100,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-25,A10987,297,2023-090AA,Earth,2023 Jun 23 1640:43,57125,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57126,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6167,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-26,A10987,297,2023-090AB,Earth,2023 Jun 23 1640:43,57126,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57127,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6165,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-27,A10987,297,2023-090AC,Earth,2023 Jun 23 1640:43,57127,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57128,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6163,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-28,A10987,297,2023-090AD,Earth,2023 Jun 23 1640:43,57128,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57129,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6170,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-29,A10987,297,2023-090AE,Earth,2023 Jun 23 1640:43,57129,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57130,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6172,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-30,A10987,297,2023-090AF,Earth,2023 Jun 23 1640:43,57130,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57131,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6162,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-31,A10987,297,2023-090AG,Earth,2023 Jun 23 1640:43,57131,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57132,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6128,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-32,A10987,297,2023-090AH,Earth,2023 Jun 23 1640:43,57132,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57133,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6143,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-33,A10987,297,2023-090AJ,Earth,2023 Jun 23 1640:43,57133,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57134,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6133,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-34,A10987,297,2023-090AK,Earth,2023 Jun 23 1640:43,57134,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57135,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6127,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-35,A10987,297,2023-090AL,Earth,2023 Jun 23 1640:43,57135,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57136,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6112,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-36,A10987,297,2023-090AM,Earth,2023 Jun 23 1640:43,57136,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57137,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5347,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-37,A10987,297,2023-090AN,Earth,2023 Jun 23 1640:43,57137,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57138,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5336,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-38,A10987,297,2023-090AP,Earth,2023 Jun 23 1640:43,57138,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57139,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5355,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-39,A10987,297,2023-090AQ,Earth,2023 Jun 23 1640:43,57139,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57140,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5354,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-40,A10987,297,2023-090AR,Earth,2023 Jun 23 1640:43,57140,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57141,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5357,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-41,A10987,297,2023-090AS,Earth,2023 Jun 23 1640:43,57141,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57142,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5361,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-42,A10987,297,2023-090AT,Earth,2023 Jun 23 1640:43,57142,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57143,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5358,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-43,A10987,297,2023-090AU,Earth,2023 Jun 23 1640:43,57143,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57144,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5150,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-44,A10987,297,2023-090AV,Earth,2023 Jun 23 1640:43,57144,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57145,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5768,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-45,A10987,297,2023-090AW,Earth,2023 Jun 23 1640:43,57145,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57146,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5791,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-46,A10987,297,2023-090AX,Earth,2023 Jun 23 1640:43,57146,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57147,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5765,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-47,A10987,297,2023-090AY,Earth,2023 Jun 23 1640:43,57147,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57148,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5788,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-48,A10987,297,2023-090AZ,Earth,2023 Jun 23 1640:43,57148,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57149,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5778,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-49,A10987,297,2023-090BA,Earth,2023 Jun 23 1640:43,57149,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57150,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5780,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-50,A10987,297,2023-090BB,Earth,2023 Jun 23 1640:43,57150,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57151,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5776,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-51,A10987,297,2023-090BC,Earth,2023 Jun 23 1640:43,57151,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57152,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6164,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-52,A10987,297,2023-090BD,Earth,2023 Jun 23 1640:43,57152,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57153,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 5879,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-53,A10987,297,2023-090BE,Earth,2023 Jun 23 1640:43,57153,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57154,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6106,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-54,A10987,297,2023-090BF,Earth,2023 Jun 23 1640:43,57154,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57155,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6108,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-55,A10987,296,2023-090BG,Earth,2023 Jun 23 1640:43,57155,Box + pan,9.0,?,US,O,,305,P      O
,-,338,Starlink,-,,-,2.8,?,290,,43.00,S57156,2023 Jun 23,?,0.2,SPXS,305,,-,Starlink 6137,2023 Jun 23,-,LLEO/I,SPXS,,Starlink Group 5-12-56,A10987,297,2023-090BH,Earth,2023 Jun 23 1640:43,57156,Box + pan,9.0,?,US,O,,305,P      O
,-,816,Resurs-O,-,,-,2.9,?,2600,,98.76,S57166,2023 Jun 27,,6.5,VNIIEMI,2879,,-,Meteor-M No. 2-3,2023 Jul  9,-,LEO/S,RGMS/VNIIEMI,,Meteor-M No. 2-3,A10988,809,2023-091A,Earth,2023 Jun 27 1233:52,57166,Cyl+panels,14.0,,RU,O,,2879,P
,RS52S,570,Cubesat 3U,-,,-,0.1,,4.205,,97.67,S57167,2023 Jun 27,,0.3,GEOSK,4.205,,-,Stratosat TK-1,2023 Jul  6,-,LLEO/S,STRAT,,Stratosat TK-1,A10988,544,2023-091B,Earth,2023 Jun 27 1410?,57167,Box,0.3,,RU,O,,4.205,P
,-,561,Cubesat 3U,-,,-,0.1,,4,,97.67,S57168,2023 Jun 27,,0.3,SNIU,4,,-,Samsat-ION,2023 Jul  5,-,LLEO/S,SNIU,,SamSat-ION,A10988,543,2023-091C,Earth,2023 Jun 27 1410?,57168,Box,0.3,,RU,O,,4,P       ?
,RS37S,563,Cubesat 3U,-,,-,0.1,,3.450,,97.67,S57169,2023 Jun 27,,0.3,DOSAAN,3,,-,ReshUCube-2,2023 Jul  6,-,LLEO/S,SIBGAU,,ReshUCube-2,A10988,544,2023-091D,Earth,2023 Jun 27 1410?,57169,Box,0.3,,RU,O,,3.450,P       ?
,-,564,Rassvet-1,-,,-,0.6,?,80,,97.67,S57170,2023 Jun 27,,0.8,B1440,80,?,-,Rassvet-1 No. 3,2023 Jul  6,-,LLEO/S,B1440,,Rassvet-1 No. 3,A10988,544,2023-091E,Earth,2023 Jun 27 1410?,57170,Box+2 pan,3.0,?,RU,O,?,80,P       ?
,-,562,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57171,2023 Jun 27,,0.3,BAUM,3,,-,Yarilo-4,2023 Jul  6,-,LLEO/S,BAUM,,Yarilo-4,A10988,543,2023-091F,Earth,2023 Jun 27 1410?,57171,Box,0.3,,RU,O,,3,P       ?
,RS40S,570,Cubesat 3U,-,,-,0.1,,3,,97.67,S57172,2023 Jun 27,,0.3,SPUT,3,,-,UmKA-1,2023 Jul  6,-,LLEO/S,S29POD,,UmKA-1,A10988,544,2023-091G,Earth,2023 Jun 27 1410?,57172,Box,0.3,,RU,O,,3,P       ?
,-,569,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57173,2023 Jun 27,,0.3,KGTU,3,,-,SATURN,2023 Jul  6,-,LLEO/S,KGTU,,SATURN,A10988,544,2023-091H,Earth,2023 Jun 27 1410?,57173,Box,0.3,,RU,O,,3,P       ?
,-,493,Cubesat 3U?,-,,-,0.1,,3,,97.70,S57174,2023 Jun 27,,0.3,QSP,3,,-,Impul's-1,2023 Jul  5,-,LLEO/S,QSP/MISIS,,Impul's-1,A10988,448,2023-091J,Earth,2023 Jun 27 1410?,57174,Box,0.3,,RU,O,,3,P       ?
,-,563,Cubesat 3U,-,,-,0.1,,4,,97.67,S57175,2023 Jun 27,,0.3,BSUBY,4,,-,CubeBel-2,2023 Jul  6,-,LLEO/S,BSUBY,,BSUSat-2,A10988,543,2023-091K,Earth,2023 Jun 27 1410?,57175,Box,0.3,,BY,O,,4,P
,-,566,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57176,2023 Jun 27,,0.3,SPUT,3,,-,Katys G.P.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-5,A10988,545,2023-091L,Earth,2023 Jun 27 1410?,57176,Box,0.3,,RU,O,,3,P
,SXC12-222,568,Cubesat 12U,-,,-,0.2,,20,,97.66,S57177,2023 Jun 27,,0.4,SPUT,20,,-,Zorkiy-2M,2023 Jul  6,-,LLEO/S,SPUT,,Zorkiy-2M,A10988,544,2023-091M,Earth,2023 Jun 27 1410?,57177,Box,0.4,,RU,O,,20,P
,RS42S,570,Cubesat 3U,-,,-,0.1,,3.390,,97.67,S57178,2023 Jun 27,,0.3,SPUT,3.390,,-,CubeSX-HSE-3,2023 Jul  6,-,LLEO/S,VSHE,,CubeSX-HSE-3,A10988,544,2023-091N,Earth,2023 Jun 27 1410?,57178,Box,0.3,,RU,O,,3.390,P
,-,570,Rassvet-1,-,,-,0.6,?,80,,97.67,S57179,2023 Jun 27,,0.8,B1440,80,?,-,Rassvet-1 No. 1,2023 Jul  6,-,LLEO/S,B1440,,Rassvet-1 No. 1,A10988,544,2023-091P,Earth,2023 Jun 27 1410?,57179,Box+2 pan,3.0,?,RU,O,?,80,P       ?
,-,561,Cubesat 3U,-,,-,0.1,,5,,97.66,S57180,2023 Jun 27,,0.3,SPUT,5,,-,Monitor-3,2023 Jul  6,-,LLEO/S,MGU,,Monitor-3,A10988,543,2023-091Q,Earth,2023 Jun 27 1410?,57180,Box,0.3,,RU,O,,5,P
,RS41S,569,Cubesat 3U,-,,-,0.1,,2.500,,97.66,S57181,2023 Jun 27,,0.3,SPUT,2.500,,-,Akhmat-1,2023 Jul  6,-,LLEO/S,CHGU,,Akhmat-1,A10988,544,2023-091R,Earth,2023 Jun 27 1410?,57181,Box,0.3,,RU,O,,2.500,P       ?
,-,569,Cubesat 3U,-,,-,0.1,,5,,97.66,S57182,2023 Jun 27,,0.3,SPUT,5,,-,Monitor-4,2023 Jul  6,-,LLEO/S,MGU,,Monitor-4,A10988,544,2023-091S,Earth,2023 Jun 27 1410?,57182,Box,0.3,,RU,O,,5,P
,-,564,Rassvet-1,-,,-,0.6,?,80,,97.67,S57183,2023 Jun 27,,0.8,B1440,80,?,-,Rassvet-1 No. 2,2023 Jul  6,-,LLEO/S,B1440,,Rassvet-1 No. 2,A10988,543,2023-091T,Earth,2023 Jun 27 1410?,57183,Box+2 pan,3.0,?,RU,O,?,80,P       ?
,RS39S,562,Cubesat 3U,-,,-,0.1,,5,,97.67,S57184,2023 Jun 27,,0.3,DOSAAN,5,,-,Monitor-2,2023 Jul  6,-,LLEO/S,MGU,,Monitor-2,A10988,543,2023-091U,Earth,2023 Jun 27 1410?,57184,Box,0.3,,RU,O,,5,P
,-,563,Cubesat 3U,-,,-,0.1,,3.500,,97.67,S57185,2023 Jun 27,,0.3,NEYRO,3.500,,-,Sirius-SINP-3U,2023 Jul  6,-,LLEO/S,BGOPT,,Sirius-SINP-3U,A10988,543,2023-091V,Earth,2023 Jun 27 1410?,57185,Box,0.3,,RU,O,,3.500,P       ?
,-,563,Cubesat 3U,-,,-,0.1,,3,,97.67,S57186,2023 Jun 27,,0.3,STTS/SPBPU,3,,-,CSTP-1.2,2023 Jul  6,-,LLEO/S,STTS,,CSTP-1.2,A10988,543,2023-091W,Earth,2023 Jun 27 1410?,57186,Box,0.3,,RU,O,,3,P
,RS60S,566,Cubesat 3U,-,,-,0.1,0,3.400,,97.67,S57187,2023 Jun 27,,0.3,SPUT,3.400,,-,Svyatobor-1,2023 Jul  6,-,LLEO/S,SPUT,,Svyatobor-1,A10988,545,2023-091X,Earth,2023 Jun 27 1410?,57187,Box,0.3,,RU,O,,3.400,P
,-,562,Cubesat 6U?,-,,-,0.2,,10,,97.67,S57188,2023 Jun 27,,0.3,BAUM,10,,-,Khors No. 1,2023 Jul  6,-,LLEO/S,BAUM,,Khors No. 1,A10988,543,2023-091Y,Earth,2023 Jun 27 1410?,57188,Box,0.3,,RU,O,,10,P
,"RS38S,SXC3-2217",566,Cubesat 3U,-,,-,0.1,,2.980,,97.67,S57189,2023 Jun 27,,0.3,SPUT,2.980,,-,VIZARD-meteo,2023 Jul  6,-,LLEO/S,VIZ/NISYS,,VIZARD-meteo,A10988,545,2023-091Z,Earth,2023 Jun 27 1410?,57189,Box,0.3,,RU,O,,2.980,P
,RS49S,570,Cubesat 3U,-,,-,0.1,,2.200,,97.67,S57190,2023 Jun 27,,0.3,SPUT,2.200,,-,Nanozond-1,2023 Jul  6,-,LLEO/S,OGU,,Nanozond-1,A10988,544,2023-091AA,Earth,2023 Jun 27 1410?,57190,Box,0.3,,RU,O,,2.200,P
,RS46S,562,Cubesat 3U,-,,-,0.1,,5.070,,97.66,S57191,2023 Jun 27,,0.3,STTS,5.070,,-,Polytech Universe-3,2023 Jul  6,-,LLEO/S,SPBPU,,Polytech Universe-3,A10988,544,2023-091AB,Earth,2023 Jun 27 1410?,57191,Box,0.3,,RU,O,,5.070,P
,-,568,Cubesat 3U?,-,,-,0.1,,3,,97.66,S57192,2023 Jun 27,,0.3,SPUT,3,,-,Chirkin V.N.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-6,A10988,544,2023-091AC,Earth,2023 Jun 27 1410?,57192,Box,0.3,,RU,O,,3,P
,-,568,Cubesat 3U?,-,,-,0.1,,3,,97.66,S57193,2023 Jun 27,,0.3,SPUT,3,,-,Anokhin S.N.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-8,A10988,547,2023-091AD,Earth,2023 Jun 27 1410?,57193,Box,0.3,,RU,O,,3,P
,-,568,Cubesat 3U?,-,,-,0.1,,3,,97.66,S57194,2023 Jun 27,,0.3,SPUT,3,,-,Fartushniy V.G.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-7,A10988,547,2023-091AE,Earth,2023 Jun 27 1410?,57194,Box,0.3,,RU,O,,3,P
,-,562,Cubesat 3U,-,,-,0.1,,5,,97.67,S57195,2023 Jun 27,,0.3,DOSAAN,5,,-,Avion-Kaluga 650,2023 Jul  6,-,LLEO/S,MGU,,Avion-Kaluga 650,A10988,544,2023-091AF,Earth,2023 Jun 27 1410?,57195,Box,0.3,,RU,O,,5,P
,-,561,Cubesat 6U?,-,,-,0.2,,10,,97.66,S57196,2023 Jun 27,,0.3,BAUM,10,,-,Khors No. 2,2023 Jul  6,-,LLEO/S,BAUM,,Khors No. 2,A10988,543,2023-091AG,Earth,2023 Jun 27 1410?,57196,Box,0.3,,RU,O,,10,P
,-,563,Cubesat 6U,-,,-,0.2,,10,,97.67,S57197,2023 Jun 27,,0.3,ANGKX,10,,-,A-SEANSAT-PG1,2023 Jul  6,-,LLEO/S,ANGKX,,A-SEANSAT-PG1,A10988,543,2023-091AH,Earth,2023 Jun 27 1410?,57197,Box,0.3,,MY,O,,10,P
,-,562,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57198,2023 Jun 27,,0.3,BAUM,3,,-,Yarilo-3,2023 Jul  6,-,LLEO/S,BAUM,,Yarilo-3,A10988,543,2023-091AJ,Earth,2023 Jun 27 1410?,57198,Box,0.3,,RU,O,,3,P
,-,570,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57199,2023 Jun 27,,0.3,SPUT,3,,-,Burdaev M.N.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-10,A10988,544,2023-091AK,Earth,2023 Jun 27 1410?,57199,Box,0.3,,RU,O,,3,P
,-,563,Cubesat 12U,-,,-,0.2,,20,,97.67,S57200,2023 Jun 27,,0.3,MBRSC,20,,-,PHI-DEMO,2023 Jul  6,-,LLEO/S,MBRSC,,PHI-DEMO,A10988,544,2023-091AL,Earth,2023 Jun 27 1410?,57200,Box,0.3,,UAE,O,,20,P       ?
,-,569,Cubesat 3U?,-,,-,0.1,,3,,97.66,S57201,2023 Jun 27,,0.3,SPUT,3,,-,Shchukin A.V.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-9,A10988,547,2023-091AM,Earth,2023 Jun 27 1410?,57201,Box,0.3,,RU,O,,3,P
,-,562,Cubesat 3U,-,,-,0.1,,3,,97.67,S57202,2023 Jun 27,,0.3,STTS/SPBPU,3,,-,CSTP-1.1,2023 Jul  6,-,LLEO/S,STTS,,CSTP-1.1,A10988,544,2023-091AN,Earth,2023 Jun 27 1410?,57202,Box,0.3,,RU,O,,3,P
,RS27S,562,Cubesat 3U,-,,-,0.1,,4,,97.67,S57203,2023 Jun 27,,0.3,SPUT,4,,-,UTMN-2,2023 Jul  6,-,LLEO/S,UTMN,,UTMN-2,A10988,543,2023-091AP,Earth,2023 Jun 27 1410?,57203,Box,0.3,,RU,O,,4,P
,-,569,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57204,2023 Jun 27,,0.3,SPUT,3,,-,Smirenniy L.N.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-12,A10988,544,2023-091AQ,Earth,2023 Jun 27 1410?,57204,Box,0.3,,RU,O,,3,P
,-,563,Cubesat 3U,-,,-,0.1,,2.010,,97.66,S57205,2023 Jun 27,,0.3,SPUT,2.010,,-,ArcCube-01,2023 Jul  6,-,LLEO/S,FIRON,,ArcCube-01,A10988,543,2023-091AR,Earth,2023 Jun 27 1410?,57205,Box,0.3,,RU,O,,2.010,P
,-,561,Cubesat 3U,-,,-,0.1,,4,,97.66,S57206,2023 Jun 27,,0.3,NOVSU,4,,-,Norbi-2,2023 Jul  5,-,LLEO/S,NOVSU,,Norbi-2,A10988,544,2023-091AS,Earth,2023 Jun 27 1410?,57206,Box,0.3,,RU,O,,4,P       ?
,-,569,Cubesat 3U?,-,,-,0.1,,3,,97.67,S57208,2023 Jun 27,,0.3,SPUT,3,,-,Sheffer Yu.P.,2023 Jul  6,-,LLEO/S,SITRO,,SITRO-AIS-11,A10988,544,2023-091AU,Earth,2023 Jun 27 1410?,57208,Box,0.3,,RU,O,,3,P
,-,35800,Luxor,-,,-,2.0,?,3200,,0.01,S57213,2023 Jul  5,,3.0,OHB,3408,,?,Heinrich-Hertz-Satellit,2023 Sep  4,-,GEO/S,DLR,,H2SAT,S57216,35772,2023-093A,Earth,2023 Jul  5 2229:55,57213,Box +  2 panels,15.0,?,D,O,,3408,P
,-,44397,Spacebus NEO100,-,?,-,2.5,?,3200,,2.29,S57214,2023 Jul  5,,5.0,THALES,3572,,XPS/PPS-5000,Syracuse 4B,2023 Sep  6,-,HEO,DGA,,Syracuse 4B,S57215,6159,2023-093B,Earth,2023 Jul  5 2233:32,57214,Box + 2 Pan,30.0,?,F,O,,3572,P
,-,35312,SYLDA 5,-,,-,4.5,,440,,3.24,S57215,2023 Jul  5,,5.5,ADSB,440,,-,Sylda 5,2023 Sep  4,-,GTO,AESP,,Sylda 5,S57216,278,2023-093C,Earth,2023 Jul  5 2231:56,57215,Cyl,5.5,,F,O,,440,C  A
,-,35418,ESC-A,-,,-,5.5,?,5000,,2.97,S57216,2023 Jul  5,,7.0,ARIG,5000,?,-,Ariane 5 L5120 ESC-D,2023 Sep  4,-,GTO,AESP,,ESC-D FM81?,A10973,265,2023-093D,Earth,2023 Jul  5 2208:40,57216,Cyl,7.0,,F,O,?,5000,R2
,"RS47S,SXC3-2220",570,Cubesat 3U,-,,-,0.1,,3.400,,97.67,S57217,2023 Jun 27,,0.3,SPUT,3.400,,-,KuzGTU-1,2023 Jul  6,-,LLEO/S,KUZGTU,,KuzGTU-1,A10988,544,2023-091AV,Earth,2023 Jun 27 1410?,57217,Box,0.3,,RU,O,,3.400,P
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57218,2023 Jul  7,?,0.2,SPXS,305,,-,Starlink 5525,2023 Jul  8,-,LLEO/I,SPXS,,Starlink Group 5-13-01,A10990,228,2023-094A,Earth,2023 Jul  7 1948:46,57218,Box + pan,9.0,?,US,O,,305,P      O
,-,333,Starlink,-,,-,2.8,?,290,,43.00,S57219,2023 Jul  7,?,0.2,SPXS,305,,-,Starlink 5520,2023 Jul  8,-,LLEO/I,SPXS,,Starlink Group 5-13-02,A10990,229,2023-094B,Earth,2023 Jul  7 1948:46,57219,Box + pan,9.0,?,US,O,,305,P      O
,-,334,Starlink,-,,-,2.8,?,290,,43.00,S57220,2023 Jul  7,?,0.2,SPXS,305,,-,Starlink 5880,2023 Jul  8,-,LLEO/I,SPXS,,Starlink Group 5-13-03,A10990,229,2023-094C,Earth,2023 Jul  7 1948:46,57220,Box + pan,9.0,?,US,O,,305,P      O
